cluster_rank,h0_feature_index,birth,death,persistence,num_points_in_cluster,top_genres,top_artists,sample_songs
31,446620,4.214684778958144e-08,1.1289982795715332,1.1289982374246854,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
32,446619,4.214684778958144e-08,1.1289806365966797,1.128980594449832,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
33,446618,4.214684778958144e-08,1.1284745931625366,1.1284745510156888,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
34,446617,5.960464477539063e-08,1.12797212600708,1.1279720664024353,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
35,446616,5.960464477539063e-08,1.1270254850387573,1.1270254254341125,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
36,446615,5.960464477539063e-08,1.1264948844909668,1.126494824886322,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
37,446614,5.960464477539063e-08,1.1262354850769043,1.1262354254722595,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
38,446613,7.300048565639372e-08,1.1261507272720337,1.126150654271548,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
39,446612,5.960464477539063e-08,1.125404715538025,1.1254046559333801,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
40,446611,5.960464477539063e-08,1.1249940395355225,1.1249939799308777,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
41,446610,0.0,1.124355673789978,1.124355673789978,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
42,446609,0.0,1.1243454217910767,1.1243454217910767,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
43,446608,5.960464477539063e-08,1.124282717704773,1.1242826581001282,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
44,446607,0.0,1.1212310791015625,1.1212310791015625,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
45,446606,5.1619135632563484e-08,1.1210942268371582,1.1210941752180226,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
46,446605,4.214684778958144e-08,1.1187336444854736,1.1187336023386258,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
47,446604,4.214684778958144e-08,1.1181190013885498,1.118118959241702,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
48,446603,5.960464477539063e-08,1.1166471242904663,1.1166470646858215,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
49,446602,4.214684778958144e-08,1.116033673286438,1.1160336311395902,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
50,446601,4.214684778958144e-08,1.1157708168029785,1.1157707746561307,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
51,446600,4.214684778958144e-08,1.1155420541763306,1.1155420120294828,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
52,446599,5.960464477539063e-08,1.1153485774993896,1.1153485178947449,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
53,446598,5.1619135632563484e-08,1.1138197183609009,1.1138196667417652,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
54,446597,4.214684778958144e-08,1.1134350299835205,1.1134349878366727,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
55,446596,4.214684778958144e-08,1.1131690740585327,1.113169031911685,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
56,446595,4.214684778958144e-08,1.1128594875335693,1.1128594453867215,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
57,446594,4.214684778958144e-08,1.110477089881897,1.1104770477350492,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
58,446593,4.214684778958144e-08,1.1104480028152466,1.1104479606683988,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
59,446592,5.960464477539063e-08,1.1102787256240845,1.1102786660194397,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
60,446591,5.960464477539063e-08,1.1102250814437866,1.1102250218391418,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
61,446590,5.960464477539063e-08,1.1097298860549927,1.109729826450348,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
62,446589,2.9802322387695312e-08,1.1096398830413818,1.1096398532390594,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
63,446588,5.960464477539063e-08,1.1079316139221191,1.1079315543174744,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
64,446587,0.0,1.1077828407287598,1.1077828407287598,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
65,446586,5.960464477539063e-08,1.1065919399261475,1.1065918803215027,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
66,446585,4.214684778958144e-08,1.1060960292816162,1.1060959871347684,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
67,446584,5.960464477539063e-08,1.1052554845809937,1.1052554249763489,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
68,446583,4.214684778958144e-08,1.105199933052063,1.1051998909052152,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
69,446582,0.0,1.1048030853271484,1.1048030853271484,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
