cluster_rank,h0_feature_index,birth,death,persistence,num_points_in_cluster,top_genres,top_artists,sample_songs
70,446581,7.300048565639372e-08,1.1047873497009277,1.104787276700442,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
71,446580,0.0,1.1042933464050293,1.1042933464050293,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
72,446579,0.0,1.104079246520996,1.104079246520996,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
73,446578,4.214684778958144e-08,1.1032744646072388,1.103274422460391,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
74,446577,5.960464477539063e-08,1.1031913757324219,1.103191316127777,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
75,446576,5.960464477539063e-08,1.1030858755111694,1.1030858159065247,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
76,446575,5.960464477539063e-08,1.102994680404663,1.1029946208000183,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
77,446574,4.214684778958144e-08,1.1028780937194824,1.1028780515726346,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
78,446573,4.214684778958144e-08,1.1009348630905151,1.1009348209436673,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
79,446572,5.960464477539063e-08,1.1007696390151978,1.100769579410553,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
80,446571,0.0,1.1007052659988403,1.1007052659988403,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
81,446570,0.0,1.0999338626861572,1.0999338626861572,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
82,446569,2.9802322387695312e-08,1.099879264831543,1.0998792350292206,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
83,446568,5.960464477539063e-08,1.0989404916763306,1.0989404320716858,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
84,446567,5.960464477539063e-08,1.09879732131958,1.0987972617149353,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
85,446566,5.960464477539063e-08,1.0982565879821777,1.098256528377533,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
86,446565,5.960464477539063e-08,1.098088264465332,1.0980882048606873,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
87,446564,5.960464477539063e-08,1.0975579023361206,1.0975578427314758,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
88,446563,5.1619135632563484e-08,1.097388744354248,1.0973886927351124,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
89,446562,4.214684778958144e-08,1.0971500873565674,1.0971500452097196,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
90,446561,5.960464477539063e-08,1.0963624715805054,1.0963624119758606,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
91,446560,0.0,1.0958199501037598,1.0958199501037598,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
92,446559,4.214684778958144e-08,1.0956802368164062,1.0956801946695585,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
93,446558,7.300048565639372e-08,1.0947920083999634,1.0947919353994777,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
94,446557,4.214684778958144e-08,1.0945690870285034,1.0945690448816556,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
95,446556,4.214684778958144e-08,1.0944628715515137,1.0944628294046659,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
96,446555,4.214684778958144e-08,1.0938197374343872,1.0938196952875394,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
97,446554,5.960464477539063e-08,1.0935465097427368,1.093546450138092,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
98,446553,4.214684778958144e-08,1.09346342086792,1.0934633787210721,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
99,446552,0.0,1.0933334827423096,1.0933334827423096,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
100,446551,5.960464477539063e-08,1.093191146850586,1.0931910872459412,480368,"['Unknown genre'], ['ccm', 'christian alternative rock', 'christian music', 'worship'], ['contemporary country', 'country', 'country road'], ['gospel'], ['adult standards', 'easy listening', 'lounge']","Frank Sinatra, Johnny Cash, Willie Nelson, Elvis Presley, Ella Fitzgerald",None — paper doll come try it on step out of that black chiffon here s a dress of gold and blue sure was fu...; None — on my way on my way on my way on my way i would like to reach out my hand oombayseeyou oombaytellyou...; Lil Uzi Vert — are you alright i m alright i m quite alright and my money s right 8 countin them bands all way to t...; None — it s tearin up my heart when i m with you but when we are apart i feel it too and no matter what i d...; None — some of us we re hardly ever here the rest of us we re born to disappear how do i stop myself from b...
